date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:32:41	114860/114860	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:46%20GMT	https://www.tutorialcup.com/dbms/select.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/select.html	(from https://www.tutorialcup.com/dbms/)
00:32:41	98671/98671	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:46%20GMT	https://www.tutorialcup.com/dbms/null-values.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/null-values.html	(from https://www.tutorialcup.com/dbms/)
00:32:42	93449/93449	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:46%20GMT	https://www.tutorialcup.com/dbms/sorting.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/sorting.html	(from https://www.tutorialcup.com/dbms/)
00:32:42	112284/112284	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:47%20GMT	https://www.tutorialcup.com/dbms/aggregation.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/aggregation.html	(from https://www.tutorialcup.com/dbms/)
00:32:43	203291/203291	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:47%20GMT	https://www.tutorialcup.com/dbms/join-operation.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/join-operation.html	(from https://www.tutorialcup.com/dbms/)
00:32:43	100268/100268	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:48%20GMT	https://www.tutorialcup.com/dbms/sub-queries.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/sub-queries.html	(from https://www.tutorialcup.com/dbms/)
00:32:43	105141/105141	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:48%20GMT	https://www.tutorialcup.com/dbms/correlated-sub-queries.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/correlated-sub-queries.html	(from https://www.tutorialcup.com/dbms/)
00:32:44	119653/119653	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:48%20GMT	https://www.tutorialcup.com/dbms/union.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/union.html	(from https://www.tutorialcup.com/dbms/)
00:32:45	109292/109292	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:49%20GMT	https://www.tutorialcup.com/dbms/minus.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/minus.html	(from https://www.tutorialcup.com/dbms/)
00:32:45	108176/108176	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:50%20GMT	https://www.tutorialcup.com/dbms/Intersect.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/Intersect.html	(from https://www.tutorialcup.com/dbms/)
00:32:46	93879/93879	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:50%20GMT	https://www.tutorialcup.com/dbms/rename.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/rename.html	(from https://www.tutorialcup.com/dbms/)
00:32:46	113964/113964	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:51%20GMT	https://www.tutorialcup.com/dbms/distinct.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/distinct.html	(from https://www.tutorialcup.com/dbms/)
00:32:46	94141/94141	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:51%20GMT	https://www.tutorialcup.com/dbms/like.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/like.html	(from https://www.tutorialcup.com/dbms/)
00:32:47	92939/92939	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:52%20GMT	https://www.tutorialcup.com/dbms/rownum.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/rownum.html	(from https://www.tutorialcup.com/dbms/)
00:32:47	93208/93208	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:52%20GMT	https://www.tutorialcup.com/dbms/conditional-control.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/conditional-control.html	(from https://www.tutorialcup.com/dbms/)
00:32:48	93007/93007	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:52%20GMT	https://www.tutorialcup.com/dbms/case-statement.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/case-statement.html	(from https://www.tutorialcup.com/dbms/)
00:32:48	100181/100181	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:53%20GMT	https://www.tutorialcup.com/dbms/cursors.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/cursors.html	(from https://www.tutorialcup.com/dbms/)
00:32:49	137014/137014	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:53%20GMT	https://www.tutorialcup.com/dbms/query-processing.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/query-processing.html	(from https://www.tutorialcup.com/dbms/)
00:32:49	93894/93894	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:54%20GMT	https://www.tutorialcup.com/dbms/selection-algorithm.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/selection-algorithm.html	(from https://www.tutorialcup.com/dbms/)
00:32:50	94412/94412	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:54%20GMT	https://www.tutorialcup.com/dbms/file-scan.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/file-scan.html	(from https://www.tutorialcup.com/dbms/)
00:32:50	154886/154886	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:54%20GMT	https://www.tutorialcup.com/dbms/index-scan.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/index-scan.html	(from https://www.tutorialcup.com/dbms/)
00:32:50	94868/94868	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:55%20GMT	https://www.tutorialcup.com/dbms/conjunctions-disjunction-and-negation.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/conjunctions-disjunction-and-negation.html	(from https://www.tutorialcup.com/dbms/)
00:32:51	111783/111783	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:56%20GMT	https://www.tutorialcup.com/dbms/duplicate-elimination.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/duplicate-elimination.html	(from https://www.tutorialcup.com/dbms/)
00:32:52	183681/183681	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:55%20GMT	https://www.tutorialcup.com/dbms/joins.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/joins.html	(from https://www.tutorialcup.com/dbms/)
00:32:52	147622/147622	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:56%20GMT	https://www.tutorialcup.com/dbms/grouping.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/grouping.html	(from https://www.tutorialcup.com/dbms/)
00:32:52	94566/94566	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:56%20GMT	https://www.tutorialcup.com/dbms/set-operation.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/set-operation.html	(from https://www.tutorialcup.com/dbms/)
00:32:54	93057/93057	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:58%20GMT	https://www.tutorialcup.com/dbms/outer-joins.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/outer-joins.html	(from https://www.tutorialcup.com/dbms/)
00:32:54	93512/93512	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:59%20GMT	https://www.tutorialcup.com/dbms/complex-joins.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/complex-joins.html	(from https://www.tutorialcup.com/dbms/)
00:32:55	134551/134551	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:59%20GMT	https://www.tutorialcup.com/dbms/evaluation-of-expressions.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/evaluation-of-expressions.html	(from https://www.tutorialcup.com/dbms/)
00:32:55	105786/105786	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:32:59%20GMT	https://www.tutorialcup.com/dbms/transformation-of-relational-expressions.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/transformation-of-relational-expressions.html	(from https://www.tutorialcup.com/dbms/)
00:32:56	216833/216833	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:00%20GMT	https://www.tutorialcup.com/dbms/sorting-method.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/sorting-method.html	(from https://www.tutorialcup.com/dbms/)
00:32:56	140316/140316	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:01%20GMT	https://www.tutorialcup.com/dbms/query-optimization.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/query-optimization.html	(from https://www.tutorialcup.com/dbms/)
00:32:57	104151/104151	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:02%20GMT	https://www.tutorialcup.com/dbms/evaluation-plans.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/evaluation-plans.html	(from https://www.tutorialcup.com/dbms/)
00:32:58	95408/95408	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:02%20GMT	https://www.tutorialcup.com/dbms/estimating-statistics-of-expression-results.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/estimating-statistics-of-expression-results.html	(from https://www.tutorialcup.com/dbms/)
00:33:01	93848/93848	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:04%20GMT	https://www.tutorialcup.com/dbms/techniques-of-operator-evaluation.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/techniques-of-operator-evaluation.html	(from https://www.tutorialcup.com/dbms/)
00:33:01	250465/250465	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:03%20GMT	https://www.tutorialcup.com/dbms/size-estimation-selectivity.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/size-estimation-selectivity.html	(from https://www.tutorialcup.com/dbms/)
00:33:01	549143/549143	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:01%20GMT	https://www.tutorialcup.com/dbms/materialized-views.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/materialized-views.html	(from https://www.tutorialcup.com/dbms/)
00:33:01	720628/720628	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:00%20GMT	https://www.tutorialcup.com/dbms/equivalence-rule.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/equivalence-rule.html	(from https://www.tutorialcup.com/dbms/)
00:33:02	108220/108220	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:07%20GMT	https://www.tutorialcup.com/dbms/choice-of-evaluation-plans.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/choice-of-evaluation-plans.html	(from https://www.tutorialcup.com/dbms/)
00:33:04	99774/99774	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:08%20GMT	https://www.tutorialcup.com/dbms/transaction-management-concept.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/transaction-management-concept.html	(from https://www.tutorialcup.com/dbms/)
00:33:04	103130/103130	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:08%20GMT	https://www.tutorialcup.com/dbms/database-transaction.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/database-transaction.html	(from https://www.tutorialcup.com/dbms/)
00:33:06	128531/128531	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:10%20GMT	https://www.tutorialcup.com/dbms/transaction-model.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/transaction-model.html	(from https://www.tutorialcup.com/dbms/)
00:33:06	120784/120784	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:11%20GMT	https://www.tutorialcup.com/dbms/transaction-atomicity-durability.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/transaction-atomicity-durability.html	(from https://www.tutorialcup.com/dbms/)
00:33:06	128378/128378	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:10%20GMT	https://www.tutorialcup.com/dbms/schedules-in-database-system.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/schedules-in-database-system.html	(from https://www.tutorialcup.com/dbms/)
00:33:08	101434/101434	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:13%20GMT	https://www.tutorialcup.com/dbms/write-ahead-log.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/write-ahead-log.html	(from https://www.tutorialcup.com/dbms/)
00:33:08	122296/122296	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:12%20GMT	https://www.tutorialcup.com/dbms/logs.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/logs.html	(from https://www.tutorialcup.com/dbms/)
00:33:09	112815/112815	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:13%20GMT	https://www.tutorialcup.com/dbms/shadow-database.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/shadow-database.html	(from https://www.tutorialcup.com/dbms/)
00:33:09	104090/104090	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:13%20GMT	https://www.tutorialcup.com/dbms/storage-structure.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/storage-structure.html	(from https://www.tutorialcup.com/dbms/)
00:33:09	125108/125108	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:14%20GMT	https://www.tutorialcup.com/dbms/data-access.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/data-access.html	(from https://www.tutorialcup.com/dbms/)
00:33:10	95744/95744	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:14%20GMT	https://www.tutorialcup.com/dbms/data-backup.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/data-backup.html	(from https://www.tutorialcup.com/dbms/)
00:33:11	115921/115921	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:15%20GMT	https://www.tutorialcup.com/dbms/data-recovery.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/data-recovery.html	(from https://www.tutorialcup.com/dbms/)
00:33:11	115357/115357	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:15%20GMT	https://www.tutorialcup.com/dbms/shadow-paging.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/shadow-paging.html	(from https://www.tutorialcup.com/dbms/)
00:33:11	100162/100162	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:15%20GMT	https://www.tutorialcup.com/dbms/recovery-with-concurrent-transactions.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/recovery-with-concurrent-transactions.html	(from https://www.tutorialcup.com/dbms/)
00:33:11	102329/102329	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:16%20GMT	https://www.tutorialcup.com/dbms/transaction-isolation.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/transaction-isolation.html	(from https://www.tutorialcup.com/dbms/)
00:33:12	192133/192133	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:16%20GMT	https://www.tutorialcup.com/dbms/advanced-recovery-techniques.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/advanced-recovery-techniques.html	(from https://www.tutorialcup.com/dbms/)
00:33:12	161741/161741	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:17%20GMT	https://www.tutorialcup.com/dbms/transaction-serializability.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/transaction-serializability.html	(from https://www.tutorialcup.com/dbms/)
00:33:13	323149/323149	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:16%20GMT	https://www.tutorialcup.com/dbms/transaction-isolation-levels.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/transaction-isolation-levels.html	(from https://www.tutorialcup.com/dbms/)
00:33:13	191376/191376	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:18%20GMT	https://www.tutorialcup.com/dbms/concurrency-control-protocols.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/concurrency-control-protocols.html	(from https://www.tutorialcup.com/dbms/)
00:33:14	161833/161833	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:17%20GMT	https://www.tutorialcup.com/dbms/transaction-isolation-implementations.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/transaction-isolation-implementations.html	(from https://www.tutorialcup.com/dbms/)
00:33:14	131934/131934	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:18%20GMT	https://www.tutorialcup.com/dbms/deadlock-handling.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/deadlock-handling.html	(from https://www.tutorialcup.com/dbms/)
00:33:14	153119/153119	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:19%20GMT	https://www.tutorialcup.com/dbms/embedded-sql.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/embedded-sql.html	(from https://www.tutorialcup.com/dbms/)
00:33:15	152907/152907	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:19%20GMT	https://www.tutorialcup.com/dbms/dynamic-sql.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/dynamic-sql.html	(from https://www.tutorialcup.com/dbms/)
00:33:15	96226/96226	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:20%20GMT	https://www.tutorialcup.com/dbms/document-database.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/document-database.html	(from https://www.tutorialcup.com/dbms/)
00:33:15	98851/98851	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:20%20GMT	https://www.tutorialcup.com/dbms/xml-database.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/xml-database.html	(from https://www.tutorialcup.com/dbms/)
00:33:16	103179/103179	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:20%20GMT	https://www.tutorialcup.com/dbms/xpath.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/xpath.html	(from https://www.tutorialcup.com/dbms/)
00:33:16	102184/102184	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:21%20GMT	https://www.tutorialcup.com/dbms/xquery.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/xquery.html	(from https://www.tutorialcup.com/dbms/)
00:33:17	133848/133848	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:22%20GMT	https://www.tutorialcup.com/dbms/data-fragmentation.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/data-fragmentation.html	(from https://www.tutorialcup.com/dbms/)
00:33:17	206851/206851	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:21%20GMT	https://www.tutorialcup.com/dbms/distribute-database-systems.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/distribute-database-systems.html	(from https://www.tutorialcup.com/dbms/)
00:33:18	131916/131916	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:22%20GMT	https://www.tutorialcup.com/dbms/distributed-query-processing.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/distributed-query-processing.html	(from https://www.tutorialcup.com/dbms/)
00:33:18	133665/133665	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202018%2018:33:22%20GMT	https://www.tutorialcup.com/dbms/distributed-concurrency-sql.htm	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/dbms/distributed-concurrency-sql.html	(from https://www.tutorialcup.com/dbms/)
00:33:18	4370/4370	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20May%202015%2018:38:50%20GMT	https://www.tutorialcup.com/images/dbms/index/index_clip_image002.jpg	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/images/dbms/index/index_clip_image002.jpg	(from https://www.tutorialcup.com/dbms/)
00:33:19	9251/9251	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20May%202015%2018:38:50%20GMT	https://www.tutorialcup.com/images/dbms/index/index_clip_image004.jpg	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/images/dbms/index/index_clip_image004.jpg	(from https://www.tutorialcup.com/dbms/)
00:33:19	6923/6923	---M--	200	added ('OK')	application/javascript	date:Thu,%2024%20Nov%202016%2013:41:24%20GMT	https://www.tutorialcup.com/js/fuckadblock.js	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/js/fuckadblock.js	(from https://www.tutorialcup.com/dbms/)
00:33:20	4098/4098	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Jun%202015%2006:36:22%20GMT	https://www.tutorialcup.com/assets/user/js/menu.js	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/assets/user/js/menu.js	(from https://www.tutorialcup.com/dbms/)
00:33:20	96382/96382	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Jun%202015%2006:36:21%20GMT	https://www.tutorialcup.com/assets/user/js/jquery.js	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/assets/user/js/jquery.js	(from https://www.tutorialcup.com/dbms/)
00:33:21	3867/3867	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Feb%202016%2020:00:48%20GMT	https://www.tutorialcup.com/js/idejs.js	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/js/idejs.js	(from https://www.tutorialcup.com/dbms/)
00:33:22	29168/29168	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Jan%202018%2016:55:12%20GMT	https://www.tutorialcup.com/js/_bootstrap.min.js	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/js/_bootstrap.min.js	(from https://www.tutorialcup.com/dbms/)
00:33:26	18037/18037	---M--	200	added ('OK')	application/javascript	date:Thu,%2019%20May%202016%2002:50:28%20GMT	https://www.tutorialcup.com/run_prettify.js	D:/MIT/SEM-1/304/DBMS_tutorialcup.com/DBMS_tutorialcup.com/www.tutorialcup.com/run_prettify.js	(from https://www.tutorialcup.com/dbms/)
